id,viewcounts,subscribercounts,videocounts
UCNGGI0aUXfm7yvo0zajDxCg,183,17,23
UCk1CUgiFjifn66WxGn3GJ1A,24,4,1
UCME_VKZEZNk7-x1A3JULj0w,70,3,3
UCr1b7eE_VKpQAzJS3ZLyx9w,3563,4,1
UC9_RmXHG4UpsBSQ1Lq2EVaA,1692,7,1
UCPfujrDS1tHAC-UR7LnJ1nQ,92,7,1
UCeux6wmBjKqxYh8zSt8AdRg,8,2,3
UCA6p526nXSKoo4vE9YFoYXw,2537,12,1
UCvPkVsC48fc4uWNEWlIEEqA,56,12,1
UCfC4sCjgDbM-w-Z496rDO7w,0,0,0
UCc6HHuheK_uc1xV-t89dIxw,350,6,1
UCu5Ha6v5JEvrAXvqQsK_bMA,44,2,7
UCrZbuR-KbaK6BLNtKcLV4Gg,54,5,4
UCqp56vrswz0olzwLmNET7Iw,3150,20,1
UChYdfCxdNq9gPUT1Mzl9zvQ,143,0,4
UCNF-J9poNXQR7JAkpVgSx1w,0,0,0
UCEUBv0XurTx68zWX0zWlArg,722,0,2
UCJG2ErPqIxOWAOB1MCWOLTg,824,123,6
UCyBJlgI6yFlFTNfQGBom79w,535,0,5
UCjh0vVUxLkqIdcAQ7cP6_RA,2,0,2
UCmaVYsLLTtwHaunARfkZn8A,1,0,1
UChneQhf8RE3KDgijC7xFHgg,359,11,16
UC9DqegDBseygTT2B8r4Gwrg,190,3,1
UCp-eiItSILarZ4aP841sqlQ,212,817,4
UCl6ne2ZYiRTNM-oaMXX7dqA,0,0,0
UCx5e6Pj3c3WkuIs1SgtMVcA,829,8,1
UCMfqFl8s6XCGLY6M5JAgyjA,607,12,22
UC80RH_79NYfofleHaqJwzog,49,2,2
UCuhw8eszwk0QAp13_sKk9uw,11,4,1
UCBsH8_FFCd005pV6NuWOaCA,8,0,1
UCeStd65SFN2rhDS2V04rqpw,5733,40,35
UC4t9MPfTwPSL-CfVHI4BkuQ,24,5,3
UCoUmIlLB57kKRO6dyx3ejMw,53,2,12
UCxzcSjUUEJBcPoQDB5FMG_g,439,58,1
UCU9gK0PZpw9naiNeRGqtZWA,37,2,13
UCHlf4BRD0LZv8VAVfhY9F6A,368,2,12
UCe29IZv3VP7aplGdmTIKarA,100,9,2
UC46UKjuhmKLX1Tm1T-praBg,30,7,3
UCvk4ZwRaodyqm8c4UE9-HSg,545,74,27
UCxKrqJBTXZHENmB5JiFz0Dg,141,26,16
UCHh-k0bAdLF6Voi1p-IEz6g,70,4,3
UC5M4QmkfRl03AS8iMgz4Pyw,30,6,1
UCX8mHyBflw6ICV0xCpQPv_A,4,3,1
UCXHiGoxmzYXsnbupjtzp1bA,147,15,2
UCXXplR6oj-r46KprldXbGYw,449,28,25
UC8nyu1UepYQIwjDJnKiaXHg,1062,45,66
UCaAJefjBW4pvuCK9Allyl4A,381535,1330,237
UCwnCr0rg-K_OZNRG3J0uIWw,326,54,13
UC-GEfRATvC8lclmXVSXTRZg,56,21,5
UCfLE_cJPp5bIdMn1b-nQmGg,72,41,4
UCd8TFef-d4kaYWon3h4JJoA,10107,66,9
UCRsscpRgYfOkXg-FSq3vBEg,109,19,4
UCtLczER3N33HaupBmkhGtuw,88,0,27
UC8rZJblmR2Sc5u2pbbmae5w,4985,67,10
UCUl7wzu0keHcVTkXdKuFgaQ,10148,75,1
UCvDPCgiM2KJe8swj_jVn1lw,48,6,11
UCZivAfLUswYxeJbRJ36PZqg,1890,11,3
UCJ4vWzoPzxCYopqBGbSyWfg,28,1,1
UCp6Ujt62099yR3qQu1i2jUA,3371,77,16
UCfZYx1xkaa95FPpT7BGM45Q,43,3,6
UCcknRfALy0jdPU9HAIlxjrw,1229,69,53
UCQtOC7FeTwdcKxSqzrrMoFA,30,5,1
UC8DEB3KuKeNz0COXgErxokg,1020,11,3
UCafUwwqqbA1Guudwir6QlGQ,196,5,4
UC4n0O0tw8SCP3Wdw2y9kBRA,1180,233,13
UCVFMDNR1zcrTNzcvCioCq9g,829,16,2
UC8-yHzjJy7qAj76XEtxDO9w,1954,80,4
UC05QDNKv7UrMUkS5J5qfI7Q,24,7,2
UCCNkg68pr9TBwQKJCXyDR9w,3329,15,7
UC4KXcwqWyXDeatPHdvqZ4jA,105,1,4
UC58gewO36t3KocqB-b7Jlhw,1,0,1
UCcUtaaCNPkLpi6e5WYPg3vg,3,0,1
UC-9e8adPw5VjS2qcf7PEbOw,65,1,5
UCqN8FBwhaffdviXnnkMAMdg,1,0,1
UC2ESCat5wxzqN2LkWUj0QKA,127,2,4
UCWeZklSI2zCPH76R53VR_uQ,3,0,1
UCybVxvZT84AdussA_WeKXpQ,19,1,10
UCB_VNl5vLmEUPj9RkW8Fccw,83,0,12
UCTQXX_d-1oUgpXHU3dB3_rw,2439,7,9
UClKbh8L_Uzs6rgX3serBXAA,205,2,1
UC4P28GY0H904JW4Imv01-kA,31,4,3
UCwl72eZ32TOdoubli7CUtkw,2546,18,6
UCpwGOxDPpkMdnwM1Hl5ilWQ,416,2,2
UCRUcPCj3wdXvmGqEstDeTnQ,20,1,6
UCsvo9Vb9nosvg4Ph8TKpmmg,7154,20,35
UC0uwAFByr_8nSh_GgDi_UPA,167,8,4
UC4W4rrHB43X2-28kHddCe4Q,2,0,1
UC5lbFXxjIqEy8xOay2LSArw,0,0,0
UCyPRqdsUarfAB8-MDX8GoAQ,103,2,9
UCFpUouOdW4H6xK-amSPIEfQ,0,20,0
UCz6HlLCzKztdKKWoh8hKHqg,0,4,0
UCmVuZJECNt7Alhi3NZLD7_A,18,4,1
UCf2oMZvUI_9oDCBUKkPDJTw,6,0,1
UCsJrWSshJDu_zJ98S0H0pIA,16,0,3
UCjAhJC20NP7bTVFrk34miXA,401547,2350,17
UCJArZieLhNcJBH8IyrzdsDg,565,19,3
UCn6QCjOWBPugYrMqcBI8OaA,29,0,1
UCalp2Y_d6m-8rThnIW5q6Bw,227,2,2
UCFYtELkHLuOcvRl7fEGQDtQ,29,1,2
UCPtT-5fRIEr6SCl032G3G_Q,22,3,6
UCS64ceHJakanamfhxIv7-Kw,2733,11,3
UC2db_nA6BvqhKwM4nxoMD-g,14,1,4
UC777CfcSKpOBC7jvI9_7uiQ,46,2,1
UCwvP1xWyhDtBOrzEHhHPvxw,16,0,1
UCnfLC4xGYkXZdLEHdxqKgYw,1908,39,8
UCo_zaYbiRl_RVT_NxpX0QvA,116,0,1
UCB3g5omi3Jw2RSHM2eqdwVw,55,0,1
UCOqlSi0Jt5YUoWpFRS1PFmg,13,0,3
UCkHbUEuXVqYzl1eOHTI1BAw,111,1,1
UCHe6VqZ94BaW6B21oHLNetQ,1,0,1
UCTup_X8J0xECe-lywSl9DwQ,0,0,1
UCSDkb2IniklR1HHxMYLhfFQ,6,3,1
UCLkTB3BxdPLalP2v36Joi_g,788,2,1
UC6tPyKaDrNOftvx1_dSaatA,377,5,12
UC8mmSgrZfRA5PNIKX9cWjgg,270,2,1
UCJjU2ZAjqwPDBVhzhe-ocKg,2450,9,1
UC6PFsdwhPO6yDIOTh8Vhrhg,20,2,1
UComiWImq1Zq4Nko2qESalSg,8,3,1
UC8KDgwBHquNsEArTcBdP3qw,51,0,1
UC92X9S1OrnCpn9-t-bHa-4A,257,3,19
UCpa7Y51JRldoYA7whzq09ew,31,1,1
UCpC57ygR8L3E0VGy-STxQuQ,102,1,1
UCfb2YK7Y074P0gVHN1pD3KA,0,0,1
UCnd45elWbHUCRadkC3nkoeg,5,0,1
UCv1QT3t6fsj2d9_QhzgUh7Q,9,0,1
UCDfFsDQd5ZXvUieVbhnsiGA,10,2,1
UC2TKs4qYHNaxbSSLV34MY8g,21,0,1
UCSKTtgTFfDcVyRJtoG0Gwjg,2,0,1
UCBe_Ip_aa5B2kKQteeh0arw,27,0,1
UCd-EojMdY7KZIqv1kLblV0A,631,8,11
UCaeZz20-nDvi64Yx3SezAkw,720,8,2
UCYNGUiegEkLT6w8Zh9rGeTg,26,0,1
UCY5U_R5pUNmBZjphDewLi6w,30,0,1
UCcoc3HWQGnvLhiybNKMt6zA,51,0,1
UC2gz_wZFeB4_YiquCBXupBQ,9,0,1
UC7LnhVYb3Z5Eso4TTigsong,52,0,1
UCQiKLOKwpOCY-zt5UwYx2Bw,112,2,3
UCnSAoGuFpQcTPToEVlrefqQ,12,0,1
UCPshyfOBL9enj3dTyeaqtuQ,199,2,3
UCEkCBWgBN1CvCqVelf1-GAA,68,4,2
UC2HHdgirIP-yV77JDXH5Qxg,2521,4,2
UCNcnubsS7xdNI5j-2WtZ71w,0,0,1
UCGgCpX_faBgINn7Xqdk2Cxw,129,1,3
UC_gTHvj8_m710O-ldTExM8Q,1,0,1
UCnS6Hi9ZEeXWGu2Q9kqthnA,1,1,1
UC_ycE0KmIJWPN1f0nPw9yww,270,92,7
UCWo_j9974d98k7WWHw1kdvQ,1070,6,5
UCogQXz-iPyBHDecAY0By0XA,5,3,1
UCvnWaL6z30Y3V_uxrxAsQoA,212,14,1
UCqorpc2Vo9yhYWIrw_87KtQ,2482,8,8
UCLupx7HrRmri_1giZZ29ZWg,24,0,2
UC4T5nNxHF7rvrmMtkIx_p_Q,141,0,2
UCW9ZGYll5qtcW85Sfmxg2bQ,255,11,3
UCFefbqWUON5rnFJ76SPbChA,6,1,1
UCf14h_rcCgCJz098rfMV6ug,105,5,4
UCJqEhyVKITT4stIt5Qiqf5g,28,0,2
UCK_yzA6_YMqDWLgISIlt-EQ,60,2,2
UCaU7dYR1qt7nhWLQMjli3_g,115,18,2
UCrRvxw9wzxe4rPJHWftv1ww,0,0,1
UCOzcX9lMuhhTrXmQmiSsnWw,8,1,11
UC_E4Exd3LpTlzxWuWr77VlQ,7,0,1
UC2nhIG6fwwuZr95Gk6go3Aw,5337,49,11
UCJyLWOJw3i6tw4YfTQkbvsg,19,0,1
UC7qke5CeYdOr8_NU_-yRcTw,65,3,1
UCQ8UGqHPypoijg9D3X-0E8w,144,4,17
UCCGKRsC284t0G35UT7EMVDA,275,4,6
UCLTumgDcRL5pfCyzWT9goBg,210,4,7
UC-rtDUgqASd1w1crl-RhWsQ,87,3,1
UCx0yO2h17ZP9ZmxP8E2vobw,878,2,1
UC3YJ9SrhGR5z6tgDBo_O-3g,17,2,1
UC5gWvBjGX7bKcg536n48rJA,21551,17,21
UCWGuaqyalh4OkDCnlZmo96Q,116,6,5
UCVysGdm_ZuDvKUfLVM2nRCA,42,0,2
UCr24hixmA50NKHT2puQrDJA,9,0,2
UCF6dBxPwOn0XiJq7JnmhPoQ,10,0,2
UCYAS-DgqRyqVgEAqlaY91DQ,25,0,2
UC0P3tU7jPV7_nB69YYcYhHQ,2410,6,4
UCIUSJB3pxNEc4TlDaSxl08g,15,0,1
UCKeRa_srvps8hC-PghEB79Q,20,0,1
UCwWYQcChMptrU3h_HmeA_Gg,16,0,1
UCMk9-LBDtZ-GoTcpJ8vDlMw,98,0,1
UCLKujOyIc7S4CTW0wp1qoBQ,64,33,1
UCKXHe-UwrVHIy64F2RzGsjg,1,0,2
UC1PN8k0iMdN52_zmLTMbf6w,3126929,505,127
UCOlYLloc8vodBih1jNov7gQ,667,4,1
UC2LNRbUhVByv01Xd4zbWNIQ,90,1010,4
UCQyuIlfcrAP2SmGRgc2Lpug,0,0,0
UCDsM9X0QOVTFNTXpS7z-6mg,824,2,1
UCGYTD_pbOFErjpX0Xx67x7g,344,5,1
UCaedag2cwRXjR_fQ8WLG84g,21,0,1
UCxdcuWLx-xuGFoIz7EA23nA,23,1,2
UCDRpQW1OW9w45zUlqhoI9Aw,3,0,1
UCdztBaYjbEV0Se-ZyX8GzGQ,55,0,3
UCaiBYKBsUTYTIEP2ElMTuSg,0,0,0
UCp-QvdegNRDSxwMpjJIQF9Q,14,2,1
UCjw2GNny9vpBVoKX1Q58j3g,356,2,2
UCqpO4T6RGRJsBuTngbyw8gg,0,10,0
UCNAZREP3CF5nTMIS26jJdzA,9756,26,16
UC7uayx9haaWGBR0yIp-Xwdg,21,0,1
UCZKWQrxdTOtb6qg1m5afiyQ,123,0,10
UCxcR8n3wREvGcmO_4YqzNUw,31,2,6
UCPPxf2_8WeynfxBPVR70nFA,445,3,1
UCwRbo-0-4orwMktlr0RO1mA,2,0,1
UC1JkbU-AP2qs1C5Ti1_6Epw,121,1,2
UC2hn7Fgs02G01w8baBwfJWw,63,3,2
UCQTqeye4QWML-Vb9yMM6SSw,5440,24,5
UCUI9SWdgfp2YMBWBFQ6Z0Ow,2974,11,4
UC85EI_aF7r3ghwZfTV_n0Qg,2,0,1
UCxdsHKVXmBUTkNwKQLJLS6A,165,91,1
UCuCEByMvMe7lM03Rk3mIyGA,1,0,1
UCo0EbIlWw93GJ9_KnWouBHQ,26,0,2
UCzEiOgeelqMm1qYrIVsFiFA,201,0,2
UCJfcbxZV50bypD8kAut5OyQ,0,0,1
UCmA8MGRnXwusESlT0r7kavQ,139,7,1
UCpm8AZPpiGtqcXkPX36c_aw,63,5,5
UCjU_l2fnkEGKHVMnw_c7lZg,2873,26,2
UC2C4rFMjAM2C_vKV9l8OFeg,102561,2150,1
UCQ8NURKqhsVUfgiMjXxCmvg,16,1,1
UCx4y7Pn98gM3gjNkALG3T5A,4,0,1
UC_1UyA7Y-G-SoheXl1ee6Vw,71,6,7
UCdXMrYwNTXxZ_3AyfTpa0Ww,4,3,1
UCACYmdAV0edfi_p31bVBquA,105,1,1
UCTaWayiFYzPQBUZ01ff2Uvg,1,0,2
UC-yylp5d0IzNmMeELORKtnQ,599,7,9
UCK5ZllfM0bwbFLHpO0KVJIg,542,5,12
UCGwDMh7cnLR4m_6q3tyKzzw,5321,33,4
UCM8OX3hZ6BJ2r_J-xx2qUSg,827,2,3
UCFkxkGQpx8uY7qlncnOh1jQ,0,0,1
UC7LV-3IhI9CSAz-CatDfz3w,19,0,1
UCt8ShmQypQ5goz8YjMcPG6A,31,0,2
UCpP0bW8rmbQCY7muupR_XlQ,259,4,11
UCW8BwB3PDI1hcKAGD0AYU6g,82756,108,12
UCNwY6n8nBFEIangA1ik6hgg,93,6,17
UCiVXEE_jnyz4-A2UaN19PFQ,24,92,11
UC9HdM0BeONPI-767JqjNN4w,12,2,1
UCSyyq12f9Ogbm6gZTVkmouA,69,4,1
UCcS7MDbw7YQd5dsDdYleC8A,178,0,1
UCKOejpt49vWya9Y3zEKaitg,16,5,2
UCEM2sVHGG6-vrw-X8h5r5Bg,9,4,1
UCyslem381OlcjPqNsLlAK1A,578,0,2
UCyzgeBrl2vePE0SBh7zQi9w,10,2,2
UCDZEZ6wVQa_OIKPysho8-3Q,20,3,5
UC97Q64MS62VM4MAdNPrQXag,18,1,1
UCcKpx7jQUm1C6qEh4c9gSXQ,93,20,9
UC2uUPfMiDLkr2D8yWhuIelQ,2445,3,5
UCg9HRrHE4IhKEREEhs8Qwmg,98,9,1
UCrMChVc9DKJk_4G7ZgXYR-w,421,55,6
UC-G4YQclI3_ZAZZE3ZOjnNA,3061,2,1
UC4ncRGscXBUPPDXlBfzX9zg,193,7,1
UC-WrbrSjgDUF-vRSyiN5iSQ,3260,15,22
UCor9t5ujNeliXsuhLjQIG6g,1538,2,12
UCxh12QsWGoGFBkjnTbFqpNA,7877,18,9
UC6m8_DlTMRNEhBsrAZ3LcWA,35,11,1
UCckStqFSUJeA1WRl-saqu-w,106,3,1
UCi8UwWttuwMy3_uAInTkHhg,17,2,1
UCfF3J6ikkYROgA8oMrIgCQw,0,0,1
UC5sJN1HIaWhq4b1iUbxlsXw,26,0,1
UCVyTUgosSEw3Zhkg-zp0jXA,67,3,5
UCxNTggR3-jxcYfF9fYStaoQ,509,4,30
UCUkzWES5I5Wh2Mt8SoUOH0w,72,1,5
UC0o5IjfsgWH8oug8PYrWZWw,822,8,4
UCZ1yssJvxGT4Sgt_NbyXmcw,447,1,1
UC4xNxNH1rQzDr16mKh7Sl5Q,187,0,1
UCdCQGR9W8otvh_4PRRVEHmw,89,3,3
UCQx4l1HikHChccl0V4ox3xQ,2366,496,1
UCry0DMG3a5pPdrlZeq_J_pA,109,2,1
UCRKzN2Q52g1dBZleFwGtGug,214,62,2
UCu5CQi06jjgWIVVcHBVu2Ng,3,0,1
UCiD6-3zC9y2pcUeBlzwvE3Q,63,0,1
UC0TtpUwAV8RBC80e2Pwwt6w,4,0,6
UCO_goLhLm_qBjRqLdjZeMFw,58,1,2
UCuTi854_UaidFjsVgRqzPvg,878,126,4
UC5seqrb2t5EEwdHrn4KQb3Q,446,5,12
UCNT-CUrrYtl-FoVo5QwEyZQ,488,3,3
UCTzplBXfQ83g0RIe2Eic71Q,85,6,7
UCoUgPq6X_Bef9iLZl1_LWZQ,17,0,1
UCs7KWpsDL3x73WOOOc64jFg,0,22,0
UCds_rS5yL1Vhgizxe6DMR8A,5147,12,34
UCUZ6KlSM2Y2nVzNOLYpkCDA,3668,27,6
UC6wOfEzhyIzoBc1T1V3GHGA,188,3,1
UC0eIR27npVDCS1NEHbzuU_w,74,0,14
UCO2QegNo7UTeGgl47dcqSlA,2564,5,1
UCPNSQPitTz4vkDzcvVM85gw,239,5,6
UCPu1IHLPhmTnPPIDvpBF4Kg,48925,18,2
UC3W7hdEIe-J89IclM9mwmvg,6,0,1
UC7-WEI5KiB2WuMlaokmRJpg,1325,6,3
UC67QibS125cTs3o3TxcK_lw,105,5,3
UCBhayNIRWXTW0tLX2kqwkXA,11,0,1
UCK-jrjxgkORNTbzL9fXicVg,58,0,2
UCZMagHGQ0anVuOeI3NKi72Q,1,0,2
UC-9lafIGQ7CIbTJZqazBnfg,0,0,5
UCRorU4abjTxUbrTFDfbjQ1Q,23,3,1
UCZuFauM16_A2ZPsrZQNfDMQ,235,17,3
UCk7_mI85fJnxN1v1-qbv03A,274,6,2
UCsLf0Ew0uQCXT7jSLX1Pm0Q,23,0,3
UCt3Mtpv0DGwkHJImcs0ohnw,18,1,2
UCn1G-CSRFTXM5Lzye08eOHA,49,0,5
UCjaCk_oF7WjheUHut49vK5g,40,48,3
UCLKtf5PYX5H4Ntoj61AuLWA,48,6,3
UCyXkcXW7Rm0H1ArwNJ0Shkw,6394313,26700,0
UCgGQYvrxcP88voENzOOANcQ,14,0,1
UC2r8xF6lmnqtYrNs6riANIQ,25,2,1
UCek2kd2q0kAdrR6ueGxrd_Q,0,0,1
UCQi9NtQgEkqZWIV23jo--kA,0,0,0
UC-prS0hihV1QkcUwrJRVx6g,723,4,1
UCYETI8Jp0vwfR1UG200_y1g,290,5,11
UC2NBa12JNOWd74FWKMWSy2w,78,2,3
UCG0mI56uSYSADHrJRpA9iBg,283,2,5
UCQQeklTrD3mBuj18QGrbq_A,347,1,19
UCkmGAxta8K0PD9VQsTAcbqQ,2,0,1
UC6UuV30L74qT4HddQ0VMrbg,39,0,2
UCKHXVsVX8geBNTkDIQ3dl-g,213,5,2
UCgY4NtQlKPDgexfcgG4Mf-w,83,3,2
UCX8uAy9UpCPoIkx00E5_kng,43,7,1
UCLlmSFUm3MNaDsMqkM8XvtQ,9,3,2
UCLsMjcUXHRmaXmoSjZIaNgw,490,260,24
UCrThUuZIqskPc9BwIcIU-Pg,80,3,8
UCzdEzVmQKpwn_SstF2pqFuQ,226,2,1
UCQY7yxCYALm9dT66rfaJC7g,551,8,18
UCWCHOxhulY38WZAgIi3A_Uw,1,0,1
UClFxlErJmbFXfPgm38LiiDg,9,0,3
UCcc-mTdQt9iYarKyxk2lc2Q,0,0,0
UCX5g3WlDdMfw055Y1HFEVFw,47,17,1
UC8BVRV1eaN-xu7aZVCxM0eg,91,5,3
UCdOwOd3nkqz-bvRwOPHNRcg,64,20,5
UCFGxDgV6vSR7d85aG59J3BQ,897,8,14
UCIFegDqkXVY9kBSTKgRUOoQ,87,2,1
UCHtUgDY_igkD1u--pXLJ46A,63,1,2
UCoD-P2A0rQhZ8MRFMvI3_bw,39,0,3
UC4FEx-A4y9AB8yRfZzd-0Mg,4,0,2
UC3UmyJJXdgJHkH-YbtGPlIg,1,0,3
UCNpz2Hn2i8R7XSJQKjQZPCg,16705,60,1
UConXY3foK840Svs0KfCDakA,2323,2,7
UCbXMY1P5RyGJ66VxF766CTg,345,5,4
UC1ucCwHNI1kGEkTVhu7KWng,4,0,1
UCReIPRoxvPHf4nhBdvsevUQ,11,0,1
UCe928_gRYqqAI5Y6jgYPchQ,0,0,1
UCwfbbbPiKV34E0ZtrCJtWLw,200,4,1
UCRWWE9Z8oNyk5BEmu2czN4Q,3964,23,0
UCM7t9y5DnkNBkbFW7vJ7hQw,31,4,3
UCXhF5Z5VZofik0lQAUnJHyQ,158,3,2
UC1nXTvroQsTBz5TxQe81qKA,733,35,79
UCTHmKBQAJuDmYfcfSJ1WvsA,34734,218,35
UCE30BKR-PmmxkCRKEf4a6NQ,102,0,12
UCPmyswhDN8F1kZsgg5UDjLA,897,2,4
UCCjkP574xd5DJutQnzrpxHg,158,0,3
UC3VKOLLDkRW7TsOhVbaaOFg,5,0,1
UCx7C6SwTvDpK08bFsxR7PUg,458,2,1
UCD6QndHujcWL4EuUIBjd8vw,69,0,1
UCwt0XfCek0OyzYqrVXARuUQ,10,0,1
UC-1m8cB0i9VWKnWWTso6gcQ,42,13,7
UCshscIioTDjxZSsNzwpOhBA,0,0,1
UCyPFHdEb3gxPSDGXcByDKdA,26,1,1
UC4sajM5ITVWcUHa0c7R8eew,396,9,1
UCyHcvHxcbO00PN5GMASQNvQ,64,8,0
UCL5c0WD_WKLBtMFS0gCax2Q,543,2,10
UCpD1ruJNg7CxW9VAJF8h5YA,526,9,19
UCY2kkE0EZd4HJKvK1jGM5WQ,1806,8,12
UCCy7iFG7hvkZksDyLdc_EJQ,3607,0,10
UCzrezerl1YhmKqT_A94UOMg,138,3,7
UCSD0T3ytvnot2rXCaQ9-9NQ,0,0,1
UC84gcxW_No2JDiS4aI8vHkQ,70,1010,14
UCBAq6Ui7buxNSP7QDkHMkRw,28,0,2
UC8TrsSEYZWoYR2jVNmgJ3XQ,1769,15,1
UCLv2728MNuaFz3oQ3M8CQ7A,102,4,8
UClzJLfsIZkQ6dz9tzVabLhw,8,0,1
UCPjR13dswjbTpVr92xncikw,0,0,0
UCNMnsfe7nzPXzoa2__yVCOw,10,2,2
UCDy3Tw_SDcQEwGoO0vJHiZQ,31,8,3
UCbAVE5-QAzYrCsitma9P0Nw,0,5,0
UCv63tS23yHefwdUTsJ_RAHg,115,0,3
UCgnbFJf7_bdSsbWZ51FGt9Q,10,2,2
UCDoC5qh_HFOm0djhNldWPiw,1567,5,10
UC3EOrOLOD20XTcYh6WDDqXg,0,0,0
UC5cIBSdITTlGxqo3HIKzNnQ,19,4,3
UCx7q34rCW_gDYWjjJgy_Jrg,531,4,9
UCxizzhmuPqBFLv3-XEpcngw,27,0,1
UC7bF0yp8OyolrYfgmo1M3wg,0,0,1
UCtz2wsm2LaLWn47UzgTUytA,29,0,1
UCTwYv-xS-XNl-LoNTDjAKYQ,10,0,1
UCQ-KRkl-aBXIcKnKqBR5nIA,75,1,1
UCQHTWnczWVhdnz_BwEIVgeQ,2476,8,1
UCOeqvvZISrEYQ5oFyf6bUNw,66,16,5
UCrTfy4mzfJnuIQbbborkbdQ,6,0,3
UCbR2oO0TZThvv8hjWEfZQyw,83,2,7
UCZpPuy11ZK3nRetUquqsJXQ,9874,108,27
UCb7AivxRwr3iCeG4ctVUm9w,1,0,1
UC4vecEmNd-FWF4p67Gnwv3Q,41,1,5
UCnqPbtVvReBzTH6dVJRqywQ,704,19,1
UCoWAeJ5qmDL0akH4eTMzKGg,23,0,4
UCWJPqajSTlJCkCRvsgRzDIA,4,0,1
UCm8a9gAqjSlERvcyIPO2d2Q,258,2,9
UC_q4hOE8I8zjGLa9OlY2AXw,825,1,2
UC7TdcLmc3RWZSc0_D5klc7Q,0,0,0
UCft0sX5RpxphltHkW06AGtQ,176,0,2
UCl889-TIV104ZBsfkiW-pYg,146,5,5
UCSc8xCt1-6iiylfnrcKOpOQ,626,1,1
UCt-DU2-aOgoPs1oIQoDR5Pw,702,18,6
UCsUWpvjOOWXKCNc3s1bL8Gw,499,3,3
UCHX16nDhvTsUHM2VuyeChLA,4637,46,1
UC5OwWjl-eB7ubgbNcWcF92A,79,4,5
UC3O86ee2applOWXKM0j6oMw,30,0,3
UCcz4GOXzgDzNgB3Vb15yxkg,469,7,11
UCNsYhetx8LGzIXLATe7oUfg,13,1,1
UCT7rmAZvFedL_IeUnTx30GQ,10,5,1
UCAHN5GNKSoFwFNMKn2m4OVw,5,0,1
UCllNt5nKhD7MZjntfhwx1XQ,1,0,1
UCT-NMN4eqD6VihjUZQ5A8og,16,5,12
UC341EQCBNR3FbODlB9GDSzg,4627,73,6
UCKxudtOimvlbt4shMP62kwQ,1,0,2
UCF3kbiaFyZh6wlcVA3-KJ3A,0,16,0
UCYb30L7AIBF94-IXzzlMmLw,25476,133,29
UCXjBAAxjSIEKTPFidkapUZQ,40,0,1
UCgKDrQ9hHU7CW7VJNxDpZTQ,0,0,1
UCbdWnwdutTnzWyGSrnsTx1g,172490,1390,152
UCE6im7eEqOTCCBQWZjEpS7g,268,3,2
UCSJLbl1ALLrePW4wtuScGzA,118625,296,8
UC5wnmhteQF_LHJUHHHPlnWQ,727,6,11
UCTctKyWmdJ9yZGBtytnjkAw,0,0,1
UCWHuSasORkGRDHwdeWjznkA,28,0,1
UCPGte3bZG6fsss3e5uCiwGg,1,0,2
UCEMGsFEt3JYaBO1TA1wqMpQ,2,0,1
UC-kP7R-QIJdU6NKn1syxjKw,714,7,26
UCPP_pWUYf8I9tELO2sJ2oRg,276,8,5
UC7Kr60PvdxW9m5SrewzSg2w,12,3,1
UC4k6vjrmKTSHx1pwANiOtig,343,4,1
UC85cga16pkVEIWbxJKlyE6w,1,0,1
UCQLEFc2Qe0jtJlyPgNcW4rQ,172,3,7
UCEB3FVpshQyl7I4471mQ4Og,68,3,1
UCgSs3IPzQZd6HEUiburcAXA,620,2,5
UClhVv6_RVJi9Tj7EQKQ-BCw,10,2,4
UCYBv2XMne8HgD54KBim_87g,5885,17,16
UC_SWLGXbko6AFrbEUXIM1ww,168,18,4
UCdyt6CkJGDIeOXSe4QT5a8g,308,4,3
UCbAQlEKaWl91yHtyzbyP3Aw,8,0,1
UCNH3tbHmUotfCy6YSg0FKDw,2482,9,5
UC2qsR9BdYlTVe3b3eLNEDNQ,619,22,2
UCZO0ARe6ZYXRJHDihnUO2aQ,268,15,9
UCR9-38L5rsMqw7DKHmPANkg,60,8,1
UCHfCy8gZM4_A9iVifXoGnxA,1115,4,6
UCI2e-c9X34jLWeEUY58kYZg,53,8,1
UCKNOJwmYtux6vXSDweB1FKQ,67,17,4
UCQJfPUc03LQ6BXgORD6MApA,0,0,1
UCnatbJDV6HKarAUdk_FFgIw,0,0,1
UC08VcxmdtATpvY2M328ZJzA,26,4,6
UCKryrPaFH1IT5kXulbQGHiA,184,17,1
UCeSKePtbRHrPMyWhAHNX7Bw,1703,64,12
UCZSgPRnm6UFPCxahR2rpK-g,19232,82,11
UCEkBBP4bzlj_piFjeChoXfw,515,12,7
UC65345jqmwqh16QR-LKE-UQ,133,15,12
UCfwgUexJZgXLkgju0q096ww,27752,2070,25
UCsA73TpY_WNAqU9m4u4QN3Q,3260,93,24
UCRVhwzn11NGPxNl2ESKPbbg,241,3,2
UCR7hsmp3vLHouaKs2GjGjtQ,14,10,2
UC-3z2LZu-BOApGCGOjPJvBg,3317,22,1
UCMKj7P62RDY26S_qDpjlU3w,2456,7,2
UCgz1RDD__OPztWmVTN95saA,13,3,1
UCLBCrWowiVk_3cNIQGx0Ajg,111,10,1
UCMENMmlLxSSb4cS_t9AoC_Q,21,0,1
UC4YR0Ium2SWO5pmEQAh7QSA,4579,94,57
UCZk4wceIhPZfAXwVamq5JTw,70,2,6
